session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
3900,2025-01-23,Chile,Retail,Control,9,12.47,9,0.12,0,0.0,22,1,21.6,2.7
3901,2025-02-06,Colombia,Online,Control,4,0.05,2,0.11,0,0.0,24,2,64.0,2.8
3902,2025-01-05,Perú,Marketplace,Control,7,0.6,7,0.11,0,0.0,15,2,1.8,2.6
3903,2025-02-24,Chile,Retail,Control,2,1.02,0,0.1,0,0.0,18,4,72.1,2.4
3904,2025-01-18,México,Online,UX Test,6,0.57,5,0.14,0,0.0,24,0,1.2,2.8
3905,2025-01-08,Perú,Online,Control,1,1.52,1,0.1,1,64.26,22,0,1.3,2.6
3906,2025-02-09,Chile,Retail,Discount Test,3,3.28,2,0.16,0,0.0,20,2,26.9,2.6
3907,2025-01-31,México,Marketplace,Control,2,9.47,3,0.1,0,0.0,17,2,42.0,2.4
3908,2025-03-28,Colombia,Online,Discount Test,5,5.79,3,0.16,0,0.0,10,0,27.8,2.9
3909,2025-03-13,Colombia,Online,UX Test,3,1.25,0,0.14,0,0.0,29,3,96.7,2.6
3910,2025-01-25,Chile,Marketplace,Control,5,2.57,6,0.11,1,79.41,25,2,9.9,2.3
3911,2025-02-22,México,Online,UX Test,8,7.57,5,0.15,0,0.0,24,5,46.1,2.9
3912,2025-02-17,Chile,Online,Control,1,1.96,0,0.1,0,0.0,18,3,23.5,2.7
3913,2025-01-17,Colombia,Marketplace,Control,4,11.86,4,0.11,0,0.0,22,0,24.4,3.4
3914,2025-03-10,México,Marketplace,Discount Test,5,1.82,6,0.16,0,0.0,19,2,2.3,2.5
3915,2025-03-04,Perú,Online,UX Test,8,3.74,4,0.15,0,0.0,20,0,4.8,2.3
3916,2025-01-12,México,Online,Discount Test,4,0.03,1,0.16,0,0.0,16,2,0.1,2.4
3917,2025-03-06,México,Marketplace,Control,3,13.16,6,0.11,0,0.0,20,1,101.3,2.4
3918,2025-02-25,México,Online,UX Test,5,5.24,7,0.14,0,0.0,24,4,33.1,3.1
3919,2025-01-01,México,Online,UX Test,6,1.06,7,0.14,1,48.54,25,2,7.6,2.8
3920,2025-01-05,Chile,Online,Discount Test,3,0.46,3,0.16,0,0.0,17,2,32.1,2.6
3921,2025-02-18,Colombia,Online,Control,2,0.45,0,0.1,0,0.0,16,0,69.9,3.0
3922,2025-01-09,México,Online,Discount Test,5,2.06,5,0.16,0,0.0,24,3,8.8,2.7
3923,2025-02-24,México,Online,UX Test,5,1.7,6,0.14,0,0.0,12,0,41.7,2.6
3924,2025-01-16,Perú,Online,UX Test,8,0.14,8,0.15,0,0.0,13,3,10.8,2.7
3925,2025-03-03,Perú,Marketplace,UX Test,4,0.32,1,0.14,0,0.0,20,2,10.9,2.8
3926,2025-02-02,Colombia,Online,Control,8,2.25,10,0.12,0,0.0,12,2,10.8,2.8
3927,2025-03-07,Perú,Online,UX Test,7,8.63,5,0.14,0,0.0,19,3,33.3,1.8
3928,2025-01-18,Perú,Retail,Control,7,3.36,3,0.11,0,0.0,14,0,8.1,2.6
3929,2025-02-28,Colombia,Marketplace,Control,7,0.16,4,0.11,0,0.0,18,2,86.8,2.8
3930,2025-03-28,Chile,Online,Discount Test,3,1.13,7,0.16,0,0.0,26,3,48.9,2.6
3931,2025-02-13,Colombia,Online,Control,2,0.54,2,0.1,0,0.0,25,3,37.3,2.5
3932,2025-01-25,Chile,Retail,UX Test,6,5.96,4,0.14,0,0.0,23,1,4.7,2.4
3933,2025-01-29,Colombia,Online,Control,5,6.26,6,0.11,0,0.0,15,0,86.5,2.4
3934,2025-01-17,México,Marketplace,Control,3,8.75,0,0.11,0,0.0,23,2,55.7,2.4
3935,2025-02-21,Colombia,Marketplace,UX Test,4,1.75,2,0.14,0,0.0,14,2,1.7,2.5
3936,2025-02-15,Chile,Online,Discount Test,3,4.51,0,0.16,0,0.0,17,1,50.0,2.1
3937,2025-02-18,Chile,Online,Control,2,0.78,2,0.1,0,0.0,19,2,16.0,2.6
3938,2025-03-02,México,Marketplace,Discount Test,8,1.56,11,0.17,0,0.0,25,2,44.7,2.8
3939,2025-01-02,Perú,Online,Control,7,5.63,6,0.11,0,0.0,22,2,23.3,2.2
3940,2025-01-12,Perú,Retail,Discount Test,2,1.79,2,0.15,0,0.0,21,2,19.2,2.4
3941,2025-01-19,México,Retail,UX Test,4,0.83,4,0.14,0,0.0,16,1,4.2,2.1
3942,2025-01-01,Perú,Online,UX Test,4,11.28,5,0.14,0,0.0,17,2,63.2,2.8
3943,2025-01-17,Perú,Retail,Discount Test,7,2.05,8,0.16,0,0.0,26,2,10.2,3.0
3944,2025-03-17,Chile,Online,UX Test,2,0.3,1,0.13,0,0.0,22,3,15.8,2.9
3945,2025-02-27,Colombia,Online,UX Test,9,2.25,10,0.15,0,0.0,21,2,8.9,2.5
3946,2025-01-15,Perú,Online,Discount Test,7,1.53,8,0.16,0,0.0,20,3,38.3,3.0
3947,2025-01-04,México,Online,UX Test,2,8.01,0,0.13,0,0.0,24,1,116.4,2.3
3948,2025-01-23,Chile,Online,UX Test,7,5.04,5,0.14,0,0.0,10,0,6.2,2.6
3949,2025-03-05,Perú,Online,Discount Test,5,0.99,5,0.16,0,0.0,20,3,26.6,2.8
3950,2025-02-09,Perú,Online,UX Test,4,9.04,3,0.14,1,39.18,14,2,10.4,2.4
3951,2025-02-17,Perú,Marketplace,Discount Test,2,0.45,0,0.15,0,0.0,19,1,44.8,2.4
3952,2025-02-17,México,Online,Control,4,1.36,4,0.11,0,0.0,21,2,40.5,2.6
3953,2025-01-21,Colombia,Online,Discount Test,9,4.13,10,0.17,0,0.0,17,1,77.0,2.3
3954,2025-01-16,México,Marketplace,UX Test,3,3.97,0,0.14,0,0.0,24,3,24.7,2.6
3955,2025-01-15,Chile,Online,UX Test,5,0.91,2,0.14,0,0.0,14,3,26.2,2.6
3956,2025-03-27,Perú,Online,Control,8,2.47,8,0.12,0,0.0,20,2,32.9,2.5
3957,2025-03-25,Perú,Online,UX Test,4,2.93,3,0.14,0,0.0,19,5,17.1,3.2
3958,2025-03-08,México,Retail,Control,7,0.8,3,0.11,0,0.0,24,1,53.6,2.4
3959,2025-02-27,Chile,Online,Control,3,3.9,3,0.11,1,53.5,22,1,2.4,2.3
3960,2025-01-21,México,Retail,Discount Test,5,5.46,5,0.16,1,47.34,17,1,102.5,2.3
3961,2025-01-11,Colombia,Online,Control,5,6.24,3,0.11,0,0.0,16,2,28.1,2.5
3962,2025-03-25,Perú,Retail,Discount Test,4,8.8,6,0.16,1,72.05,12,1,0.4,2.5
3963,2025-01-25,Colombia,Online,Discount Test,4,2.71,5,0.16,1,84.53,28,5,21.3,2.5
3964,2025-01-17,Perú,Retail,Control,5,1.2,3,0.11,0,0.0,12,1,0.1,2.5
3965,2025-03-24,Chile,Retail,Discount Test,5,0.33,6,0.16,0,0.0,27,6,8.7,2.7
3966,2025-01-14,Perú,Retail,UX Test,8,7.61,8,0.15,0,0.0,22,3,27.9,2.5
3967,2025-01-27,México,Online,UX Test,6,4.04,7,0.14,0,0.0,24,2,17.4,2.7
3968,2025-01-16,Perú,Online,UX Test,6,3.87,6,0.14,0,0.0,26,4,32.5,2.2
3969,2025-01-02,Colombia,Online,UX Test,7,0.24,2,0.14,0,0.0,14,1,7.1,2.6
3970,2025-01-17,Colombia,Online,Discount Test,4,0.7,4,0.16,1,58.82,28,4,47.2,2.6
3971,2025-02-10,Colombia,Online,UX Test,3,1.09,1,0.14,0,0.0,26,8,1.7,2.8
3972,2025-02-17,México,Online,Control,3,4.54,5,0.11,0,0.0,20,0,47.6,2.6
3973,2025-01-15,Perú,Online,Control,6,0.08,3,0.11,0,0.0,14,1,2.0,2.5
3974,2025-03-05,Chile,Marketplace,Control,3,3.38,1,0.11,0,0.0,13,1,0.8,2.5
3975,2025-02-17,Chile,Marketplace,Control,6,1.91,5,0.11,1,36.64,7,0,17.9,2.2
3976,2025-02-23,México,Marketplace,Discount Test,5,0.58,6,0.16,0,0.0,17,2,12.0,2.5
3977,2025-01-29,Chile,Retail,UX Test,5,0.28,4,0.14,0,0.0,10,2,11.4,2.7
3978,2025-01-18,Perú,Retail,Discount Test,2,4.06,2,0.15,0,0.0,18,2,17.3,2.8
3979,2025-03-12,Perú,Retail,Control,4,4.96,0,0.11,0,0.0,17,2,6.6,2.9
3980,2025-02-01,Perú,Retail,Control,5,0.64,2,0.11,0,0.0,24,5,8.2,2.6
3981,2025-02-16,Colombia,Online,UX Test,5,5.4,0,0.14,0,0.0,20,0,81.0,2.6
3982,2025-03-07,Chile,Online,Discount Test,4,3.89,6,0.16,0,0.0,19,1,133.8,2.5
3983,2025-03-19,Colombia,Marketplace,Control,1,0.84,0,0.1,1,52.68,17,0,17.0,2.5
3984,2025-02-09,México,Online,Discount Test,5,0.72,9,0.16,0,0.0,17,2,41.7,2.7
3985,2025-03-28,México,Online,Control,3,0.86,0,0.11,0,0.0,17,3,136.1,2.6
3986,2025-02-16,México,Marketplace,UX Test,2,4.53,6,0.13,0,0.0,21,3,8.8,2.8
3987,2025-03-12,México,Marketplace,Discount Test,4,11.39,3,0.16,0,0.0,23,6,23.6,2.7
3988,2025-01-07,Perú,Marketplace,Control,3,0.97,4,0.11,0,0.0,17,3,3.6,2.9
3989,2025-01-09,Colombia,Retail,Control,5,0.54,0,0.11,0,0.0,18,5,28.4,2.5
3990,2025-02-24,Perú,Retail,Discount Test,4,6.7,4,0.16,0,0.0,21,3,34.1,2.8
3991,2025-02-04,Chile,Online,Control,10,0.7,10,0.12,0,0.0,15,1,47.8,2.9
3992,2025-03-09,México,Retail,Control,4,1.51,3,0.11,0,0.0,14,3,53.6,2.8
3993,2025-02-20,Chile,Retail,UX Test,2,8.0,0,0.13,0,0.0,9,1,11.0,2.5
3994,2025-02-24,México,Online,Control,7,2.58,7,0.11,0,0.0,14,2,9.3,2.5
3995,2025-01-15,México,Marketplace,Discount Test,5,2.02,5,0.16,0,0.0,24,2,27.9,2.7
3996,2025-02-19,Chile,Online,Control,0,0.94,0,0.1,0,0.0,17,1,8.9,2.5
3997,2025-02-18,Chile,Online,Control,2,4.85,0,0.1,0,0.0,18,1,9.1,2.7
3998,2025-03-07,México,Marketplace,UX Test,9,0.34,7,0.15,0,0.0,22,2,5.1,2.8
3999,2025-03-04,Colombia,Retail,UX Test,7,1.06,8,0.14,0,0.0,24,1,56.1,2.5
4000,2025-02-25,México,Retail,Control,7,1.04,8,0.11,0,0.0,23,3,97.3,2.8
4001,2025-01-15,Chile,Retail,Discount Test,4,0.47,3,0.16,0,0.0,13,3,4.8,2.4
4002,2025-03-28,Colombia,Online,Discount Test,2,0.81,7,0.15,0,0.0,14,2,32.0,3.0
4003,2025-02-24,Colombia,Marketplace,UX Test,8,4.44,7,0.15,0,0.0,15,3,41.3,1.0
4004,2025-01-15,Colombia,Retail,Control,6,3.75,6,0.11,1,34.79,15,4,11.0,2.7
4005,2025-03-13,México,Online,Control,10,0.81,14,0.12,0,0.0,19,0,34.0,2.7
4006,2025-01-13,México,Retail,Discount Test,6,0.01,4,0.16,0,0.0,24,1,29.6,2.8
4007,2025-01-25,Colombia,Online,UX Test,4,3.17,2,0.14,1,67.9,15,1,62.5,2.8
4008,2025-02-20,Perú,Retail,Discount Test,3,1.32,1,0.16,0,0.0,17,0,47.7,2.8
4009,2025-01-14,México,Retail,UX Test,4,1.15,5,0.14,1,51.44,19,1,133.3,2.5
4010,2025-01-08,México,Marketplace,Discount Test,5,5.91,7,0.16,0,0.0,25,2,65.3,2.9
4011,2025-03-02,Chile,Online,Discount Test,5,8.47,3,0.16,0,0.0,23,2,18.0,2.4
4012,2025-01-04,Chile,Marketplace,Discount Test,0,0.41,0,0.15,0,0.0,20,3,4.5,2.3
4013,2025-02-01,México,Retail,Control,8,0.06,5,0.12,0,0.0,22,5,59.3,2.5
4014,2025-01-22,Colombia,Retail,Control,4,0.4,1,0.11,0,0.0,19,0,23.0,3.0
4015,2025-03-25,Chile,Online,UX Test,3,1.07,1,0.14,0,0.0,28,3,22.4,2.6
4016,2025-02-21,Colombia,Online,Control,2,0.91,5,0.1,0,0.0,17,0,6.0,2.4
4017,2025-01-07,México,Retail,UX Test,5,1.59,3,0.14,0,0.0,26,1,19.8,2.7
4018,2025-02-06,Colombia,Retail,Discount Test,7,1.54,5,0.16,0,0.0,18,1,43.5,2.3
4019,2025-02-03,Perú,Online,Discount Test,4,9.05,9,0.16,1,64.57,20,0,5.0,3.4
4020,2025-01-13,Chile,Online,Discount Test,9,0.36,7,0.17,1,79.87,17,4,16.6,2.9
4021,2025-03-07,Perú,Online,Control,7,4.09,6,0.11,1,41.82,13,0,6.4,3.2
4022,2025-01-17,Chile,Online,Control,6,1.01,4,0.11,0,0.0,22,2,0.9,2.4
4023,2025-03-17,Chile,Online,UX Test,7,8.3,7,0.14,0,0.0,33,2,84.5,2.7
4024,2025-03-25,México,Online,UX Test,4,5.45,5,0.14,1,65.22,16,3,7.3,2.8
4025,2025-01-08,Chile,Online,Discount Test,4,9.87,4,0.16,0,0.0,14,1,46.6,2.7
4026,2025-02-28,Perú,Online,Control,7,1.24,9,0.11,0,0.0,20,1,79.2,2.5
4027,2025-02-25,Chile,Online,Discount Test,3,2.07,5,0.16,0,0.0,19,2,70.1,2.6
4028,2025-02-15,Colombia,Online,Control,6,0.57,6,0.11,0,0.0,20,1,30.9,2.4
4029,2025-02-26,Perú,Online,Control,6,0.24,6,0.11,0,0.0,16,2,9.3,2.9
4030,2025-03-22,Perú,Retail,Control,4,4.96,1,0.11,1,81.95,19,1,3.4,2.5
4031,2025-03-09,México,Online,UX Test,3,7.02,0,0.14,0,0.0,16,2,120.6,2.5
4032,2025-02-27,Colombia,Online,Discount Test,7,0.1,7,0.16,0,0.0,24,6,12.4,2.1
4033,2025-02-08,México,Retail,UX Test,9,2.79,10,0.15,0,0.0,19,1,29.3,2.8
4034,2025-01-22,Chile,Retail,UX Test,4,2.38,2,0.14,0,0.0,14,2,4.4,2.5
4035,2025-01-19,Chile,Online,Control,6,4.27,7,0.11,0,0.0,20,2,5.7,2.7
4036,2025-01-20,Perú,Online,Control,5,1.23,4,0.11,0,0.0,27,2,55.1,2.7
4037,2025-03-18,Perú,Online,UX Test,1,6.49,0,0.13,0,0.0,18,1,68.6,2.9
4038,2025-01-11,Chile,Retail,UX Test,12,9.14,8,0.15,0,0.0,19,0,68.2,2.7
4039,2025-01-11,Perú,Online,Control,4,2.62,3,0.11,0,0.0,16,2,43.9,2.4
4040,2025-01-02,México,Online,Discount Test,1,6.72,0,0.15,0,0.0,14,1,2.3,2.5
4041,2025-03-06,Chile,Retail,Control,7,1.54,8,0.11,0,0.0,12,1,29.8,2.9
4042,2025-01-01,Chile,Online,UX Test,8,6.27,7,0.15,0,0.0,18,4,46.6,2.3
4043,2025-03-23,Chile,Marketplace,Discount Test,4,3.76,5,0.16,0,0.0,23,1,41.4,2.3
4044,2025-03-28,Colombia,Online,Control,8,3.93,6,0.12,0,0.0,16,1,3.7,2.7
4045,2025-01-21,Perú,Marketplace,Control,7,5.95,6,0.11,0,0.0,19,2,47.7,2.4
4046,2025-01-04,Perú,Online,Discount Test,4,0.81,2,0.16,0,0.0,23,4,83.1,2.6
4047,2025-03-27,México,Retail,Discount Test,3,0.02,1,0.16,0,0.0,19,3,1.1,2.6
4048,2025-01-19,México,Online,Control,4,0.45,4,0.11,0,0.0,25,2,18.4,2.4
4049,2025-02-17,Perú,Retail,Control,1,6.23,0,0.1,0,0.0,20,3,30.6,2.4
4050,2025-02-27,México,Marketplace,UX Test,5,1.17,5,0.14,0,0.0,23,2,5.6,2.4
4051,2025-02-22,Perú,Retail,Control,3,1.3,3,0.11,0,0.0,32,1,1.7,3.1
4052,2025-03-17,México,Online,Control,7,0.47,7,0.11,0,0.0,17,6,7.1,2.3
4053,2025-02-13,México,Online,UX Test,7,2.07,7,0.14,0,0.0,11,0,47.5,2.5
4054,2025-02-16,Chile,Marketplace,Discount Test,2,0.35,1,0.15,0,0.0,18,3,2.3,2.4
4055,2025-03-30,Chile,Retail,UX Test,6,0.37,6,0.14,0,0.0,20,2,2.1,2.3
4056,2025-02-19,Perú,Retail,Control,3,2.81,6,0.11,1,44.01,19,3,4.6,2.9
4057,2025-01-18,Perú,Online,Discount Test,6,2.58,5,0.16,0,0.0,15,0,39.9,2.2
4058,2025-01-15,Chile,Online,Control,2,1.15,2,0.1,0,0.0,23,1,0.6,2.4
4059,2025-03-19,Perú,Online,UX Test,3,1.11,3,0.14,0,0.0,22,4,25.2,2.5
4060,2025-02-02,Chile,Online,UX Test,1,3.3,3,0.13,0,0.0,16,1,45.6,2.2
4061,2025-03-26,México,Online,UX Test,8,2.19,10,0.15,1,40.96,16,2,34.9,2.6
4062,2025-03-13,Perú,Retail,Discount Test,5,3.4,5,0.16,0,0.0,21,2,117.7,2.4
4063,2025-03-26,Perú,Marketplace,Discount Test,5,5.41,4,0.16,0,0.0,24,3,9.4,2.5
4064,2025-02-19,Perú,Retail,UX Test,2,1.22,5,0.13,0,0.0,26,4,0.3,2.6
4065,2025-01-04,Chile,Online,Control,6,10.11,4,0.11,0,0.0,19,3,20.1,2.6
4066,2025-03-17,Colombia,Marketplace,Discount Test,4,0.84,4,0.16,0,0.0,20,4,19.0,2.4
4067,2025-02-21,Chile,Marketplace,Discount Test,7,8.96,7,0.16,0,0.0,19,2,8.4,2.7
4068,2025-03-19,Colombia,Retail,Discount Test,6,0.6,7,0.16,0,0.0,12,2,7.0,2.4
4069,2025-01-26,Chile,Marketplace,Discount Test,4,1.04,3,0.16,0,0.0,22,2,19.1,2.8
4070,2025-03-18,Chile,Retail,Discount Test,4,1.51,4,0.16,1,63.33,25,3,4.1,2.5
4071,2025-01-18,Colombia,Retail,Control,2,0.62,1,0.1,0,0.0,22,4,1.0,2.3
4072,2025-01-26,Perú,Online,Discount Test,5,3.57,4,0.16,0,0.0,31,7,27.2,2.5
4073,2025-01-13,México,Retail,Discount Test,3,1.32,1,0.16,0,0.0,18,2,107.2,2.9
4074,2025-01-13,Chile,Online,Control,3,2.24,3,0.11,1,64.1,16,2,0.3,2.5
4075,2025-01-10,Chile,Marketplace,Discount Test,1,0.09,0,0.15,1,65.45,25,1,5.5,2.9
4076,2025-02-17,Chile,Online,UX Test,3,1.35,2,0.14,1,47.92,28,3,7.3,2.7
4077,2025-03-02,Colombia,Retail,UX Test,1,6.15,2,0.13,1,56.72,11,2,11.3,2.4
4078,2025-01-19,Chile,Online,Control,5,1.49,7,0.11,0,0.0,19,4,51.8,2.5
4079,2025-03-23,Colombia,Marketplace,Control,5,4.13,2,0.11,0,0.0,24,7,14.6,2.9
4080,2025-01-09,México,Retail,Control,4,0.9,1,0.11,1,48.72,27,2,12.7,2.4
4081,2025-01-10,Chile,Online,Discount Test,5,3.48,4,0.16,1,44.6,23,0,0.5,2.6
4082,2025-03-20,México,Retail,UX Test,7,2.54,4,0.14,0,0.0,18,0,45.4,2.2
4083,2025-03-03,Colombia,Retail,Control,3,0.08,3,0.11,0,0.0,15,1,16.3,2.7
4084,2025-01-17,Colombia,Marketplace,Discount Test,7,1.72,4,0.16,0,0.0,22,3,50.0,2.5
4085,2025-03-29,Perú,Marketplace,UX Test,2,1.0,0,0.13,1,49.85,12,0,49.4,2.7
4086,2025-01-03,Colombia,Online,UX Test,3,2.36,5,0.14,1,56.2,20,1,15.6,2.6
4087,2025-01-10,Colombia,Online,Control,4,0.77,2,0.11,0,0.0,20,2,18.5,3.0
4088,2025-01-26,Chile,Retail,Control,7,0.91,5,0.11,0,0.0,24,2,10.7,2.5
4089,2025-03-07,Chile,Retail,Discount Test,8,0.24,7,0.17,0,0.0,23,2,22.3,2.6
4090,2025-03-05,México,Retail,Discount Test,6,1.4,6,0.16,1,68.33,24,3,43.6,2.7
4091,2025-03-12,México,Marketplace,Control,7,2.78,7,0.11,0,0.0,22,0,2.1,2.3
4092,2025-02-18,Chile,Online,Control,4,3.29,1,0.11,0,0.0,18,1,30.0,2.9
4093,2025-02-23,México,Online,Control,8,2.42,7,0.12,0,0.0,18,3,27.3,2.5
4094,2025-01-31,Chile,Retail,Discount Test,4,5.36,3,0.16,0,0.0,11,2,18.7,2.6
4095,2025-02-04,Perú,Online,Discount Test,1,3.16,3,0.15,0,0.0,19,0,16.2,2.6
4096,2025-01-09,México,Marketplace,Control,2,0.79,4,0.1,0,0.0,14,1,6.6,2.5
4097,2025-01-11,Colombia,Marketplace,Discount Test,4,1.21,0,0.16,0,0.0,25,3,67.3,2.5
4098,2025-03-04,Colombia,Marketplace,UX Test,4,3.14,2,0.14,0,0.0,23,2,0.1,2.4
4099,2025-01-03,Perú,Retail,Discount Test,5,2.89,1,0.16,0,0.0,22,2,8.4,2.5
4100,2025-02-10,Perú,Online,Discount Test,6,0.13,5,0.16,0,0.0,17,1,2.1,2.7
4101,2025-02-28,Perú,Online,Control,5,5.13,3,0.11,0,0.0,13,0,50.0,2.7
4102,2025-02-12,México,Retail,UX Test,6,2.99,6,0.14,1,74.2,15,3,38.9,2.9
4103,2025-01-07,México,Marketplace,Control,5,0.12,3,0.11,0,0.0,17,1,28.8,2.3
4104,2025-03-10,Perú,Marketplace,Discount Test,4,1.02,2,0.16,0,0.0,18,1,1.8,2.9
4105,2025-02-12,Chile,Marketplace,Control,5,1.75,6,0.11,0,0.0,21,4,10.7,2.4
4106,2025-01-27,Chile,Online,UX Test,3,0.86,4,0.14,0,0.0,24,1,16.0,2.5
4107,2025-01-16,Chile,Online,Control,4,0.6,4,0.11,0,0.0,20,4,15.3,2.5
4108,2025-02-24,Colombia,Marketplace,UX Test,3,0.48,6,0.14,0,0.0,24,1,60.1,3.5
4109,2025-03-24,México,Online,Control,11,3.72,11,0.12,0,0.0,24,4,20.5,2.2
4110,2025-01-24,Colombia,Retail,Control,5,1.2,6,0.11,0,0.0,18,3,9.8,2.5
4111,2025-03-19,México,Marketplace,Control,7,1.09,5,0.11,0,0.0,26,3,40.7,2.2
4112,2025-03-01,Colombia,Online,UX Test,9,7.51,7,0.15,1,67.76,23,1,26.7,2.5
4113,2025-01-02,México,Online,UX Test,8,1.4,11,0.15,0,0.0,24,2,6.1,2.3
4114,2025-03-17,México,Online,UX Test,5,3.59,2,0.14,0,0.0,11,0,73.2,2.6
4115,2025-02-05,Perú,Online,Control,4,2.62,3,0.11,0,0.0,18,1,1.2,2.9
4116,2025-03-17,Chile,Online,Discount Test,7,2.21,7,0.16,0,0.0,19,2,66.8,2.6
4117,2025-01-18,Colombia,Marketplace,Discount Test,7,1.3,4,0.16,0,0.0,22,1,4.5,2.4
4118,2025-02-16,Colombia,Online,Control,11,6.51,10,0.12,0,0.0,31,4,40.6,2.9
4119,2025-01-19,Perú,Marketplace,UX Test,6,4.56,8,0.14,0,0.0,18,1,99.1,2.8
4120,2025-02-13,Colombia,Online,Control,10,4.31,6,0.12,0,0.0,24,4,24.4,2.5
4121,2025-03-24,México,Online,Control,3,3.36,2,0.11,0,0.0,17,1,29.8,2.0
4122,2025-02-14,Chile,Marketplace,Control,4,1.78,2,0.11,0,0.0,15,0,46.0,2.6
4123,2025-03-30,Chile,Retail,Control,3,3.25,1,0.11,0,0.0,12,1,33.8,2.5
4124,2025-01-25,México,Retail,Discount Test,4,4.75,3,0.16,0,0.0,19,1,22.4,2.8
4125,2025-02-23,Perú,Retail,UX Test,8,0.59,5,0.15,0,0.0,16,1,10.1,1.7
4126,2025-03-28,Colombia,Online,Control,4,11.31,3,0.11,1,51.64,12,2,50.0,2.7
4127,2025-03-09,Perú,Online,Discount Test,3,2.5,3,0.16,0,0.0,19,3,0.9,2.8
4128,2025-03-03,México,Retail,Control,5,0.41,3,0.11,0,0.0,14,2,39.8,2.6
4129,2025-03-08,Chile,Marketplace,Control,6,1.13,3,0.11,0,0.0,23,7,19.9,2.4
4130,2025-01-30,Colombia,Retail,Discount Test,3,0.3,6,0.16,0,0.0,17,0,20.4,2.5
4131,2025-01-26,Chile,Retail,Discount Test,5,2.3,10,0.16,0,0.0,28,4,70.5,2.4
4132,2025-01-13,Chile,Retail,UX Test,6,0.06,4,0.14,0,0.0,19,5,10.3,2.1
4133,2025-02-23,Colombia,Retail,Control,4,5.49,4,0.11,0,0.0,17,1,102.6,2.4
4134,2025-03-24,Perú,Marketplace,UX Test,3,0.68,1,0.14,0,0.0,20,2,3.9,2.8
4135,2025-03-10,Chile,Marketplace,UX Test,10,0.07,8,0.15,1,39.49,21,2,1.2,2.6
4136,2025-03-29,Chile,Marketplace,UX Test,8,4.49,7,0.15,0,0.0,29,5,0.4,2.1
4137,2025-03-30,Colombia,Retail,Control,6,0.73,8,0.11,0,0.0,24,1,2.0,2.4
4138,2025-02-08,Chile,Marketplace,Discount Test,3,0.87,2,0.16,0,0.0,17,2,50.4,2.7
4139,2025-02-15,Colombia,Online,UX Test,6,3.27,6,0.14,0,0.0,15,2,46.7,2.7
4140,2025-03-15,Colombia,Marketplace,Control,1,4.55,0,0.1,0,0.0,16,2,14.6,2.6
4141,2025-03-10,Colombia,Marketplace,Discount Test,7,3.98,6,0.16,0,0.0,18,3,16.7,2.5
4142,2025-03-10,Perú,Online,UX Test,3,1.33,2,0.14,1,37.57,22,5,1.8,2.6
4143,2025-02-19,Chile,Retail,Control,7,8.47,5,0.11,0,0.0,14,1,17.5,2.5
4144,2025-02-22,Perú,Online,UX Test,6,0.67,9,0.14,0,0.0,18,1,7.8,2.5
4145,2025-03-17,Chile,Online,Discount Test,3,0.09,2,0.16,1,57.23,26,0,2.6,2.6
4146,2025-03-25,México,Marketplace,Control,5,5.97,5,0.11,1,53.27,18,4,103.9,2.6
4147,2025-03-11,México,Online,Control,7,0.77,9,0.11,0,0.0,24,2,38.5,2.4
4148,2025-03-10,México,Retail,Discount Test,6,1.62,4,0.16,0,0.0,20,4,1.0,2.7
4149,2025-01-15,México,Marketplace,Discount Test,4,1.7,6,0.16,1,37.72,21,0,17.3,2.4
4150,2025-03-18,México,Online,Control,2,4.71,2,0.1,0,0.0,20,4,50.2,2.8
4151,2025-03-26,México,Retail,Control,8,3.72,9,0.12,0,0.0,21,3,21.4,2.7
4152,2025-01-25,Chile,Retail,Discount Test,7,6.73,7,0.16,0,0.0,32,3,64.6,2.7
4153,2025-01-18,Colombia,Marketplace,Discount Test,6,4.93,7,0.16,0,0.0,22,2,2.8,2.9
4154,2025-01-15,Chile,Online,Control,4,4.63,4,0.11,0,0.0,19,2,14.4,2.4
4155,2025-01-03,Chile,Online,Discount Test,7,15.74,9,0.16,0,0.0,17,0,2.0,2.8
4156,2025-02-06,México,Retail,Control,5,0.71,4,0.11,0,0.0,23,4,0.2,2.7
4157,2025-01-16,Colombia,Retail,Discount Test,9,4.8,8,0.17,0,0.0,15,0,13.0,2.3
4158,2025-01-12,Colombia,Online,Control,5,1.08,7,0.11,0,0.0,19,0,38.1,2.7
4159,2025-03-06,Perú,Online,UX Test,8,0.93,11,0.15,1,43.27,18,3,24.7,2.5
4160,2025-03-09,Perú,Marketplace,Discount Test,2,1.93,1,0.15,0,0.0,21,4,5.0,2.6
4161,2025-03-04,México,Online,UX Test,6,1.53,7,0.14,0,0.0,18,2,0.9,2.3
4162,2025-03-01,Chile,Online,Control,4,1.18,5,0.11,0,0.0,19,2,51.4,2.3
4163,2025-02-16,México,Online,Control,8,7.56,12,0.12,0,0.0,22,2,44.7,2.5
4164,2025-01-06,Chile,Marketplace,UX Test,4,0.59,2,0.14,0,0.0,14,1,2.7,2.3
4165,2025-03-29,Chile,Online,UX Test,10,0.78,9,0.15,0,0.0,27,2,47.8,2.8
